Species 1,Species 2,Mole frac species 1,Mole frac species 2,deltaH,Temp (K)
KF,PuF3,0.7,0.3,-10548.32,1200
KF,PuF3,0.69,0.31,-10709.67,1200
KF,PuF3,0.68,0.32,-10857.21,1200
KF,PuF3,0.67,0.33,-10991.25,1200
KF,PuF3,0.66,0.34,-11112.1,1200
KF,PuF3,0.65,0.35,-11220.04,1200
KF,PuF3,0.64,0.36,-11315.3,1200
KF,PuF3,0.63,0.37,-11398.12,1200
KF,PuF3,0.62,0.38,-11468.7,1200
KF,PuF3,0.61,0.39,-11527.21,1200
KF,PuF3,0.6,0.4,-11573.85,1200
KF,PuF3,0.59,0.41,-11608.78,1200
KF,PuF3,0.58,0.42,-11632.16,1200
KF,PuF3,0.57,0.43,-11644.15,1200
KF,PuF3,0.56,0.44,-11644.93,1200
KF,PuF3,0.55,0.45,-11634.66,1200
KF,PuF3,0.54,0.46,-11613.53,1200
KF,PuF3,0.53,0.47,-11581.73,1200
KF,PuF3,0.52,0.48,-11539.44,1200
KF,PuF3,0.51,0.49,-11486.89,1200
KF,PuF3,0.5,0.5,-11424.27,1200
KF,PuF3,0.49,0.51,-11351.83,1200
KF,PuF3,0.48,0.52,-11269.78,1200
KF,PuF3,0.47,0.53,-11178.36,1200
KF,PuF3,0.46,0.54,-11077.82,1200
KF,PuF3,0.45,0.55,-10968.38,1200
KF,PuF3,0.44,0.56,-10850.31,1200
KF,PuF3,0.43,0.57,-10723.84,1200
KF,PuF3,0.42,0.58,-10589.22,1200
KF,PuF3,0.41,0.59,-10446.68,1200
KF,PuF3,0.4,0.6,-10296.46,1200
KF,PuF3,0.39,0.61,-10138.8,1200
KF,PuF3,0.38,0.62,-9973.92,1200
KF,PuF3,0.37,0.63,-9802.06,1200
KF,PuF3,0.36,0.64,-9623.41,1200
KF,PuF3,0.35,0.65,-9438.2,1200
KF,PuF3,0.34,0.66,-9246.63,1200
KF,PuF3,0.33,0.67,-9048.9,1200
KF,PuF3,0.32,0.68,-8845.2,1200
KF,PuF3,0.31,0.69,-8635.7,1200
KF,PuF3,0.3,0.7,-8420.59,1200
KF,PuF3,0.29,0.71,-8200.03,1200
KF,PuF3,0.28,0.72,-7974.2,1200
KF,PuF3,0.27,0.73,-7743.24,1200
KF,PuF3,0.26,0.74,-7507.31,1200
KF,PuF3,0.25,0.75,-7266.55,1200
KF,PuF3,0.24,0.76,-7021.09,1200
KF,PuF3,0.23,0.77,-6771.08,1200
KF,PuF3,0.22,0.78,-6516.64,1200
KF,PuF3,0.21,0.79,-6257.89,1200
KF,PuF3,0.2,0.8,-5994.95,1200
KF,PuF3,0.19,0.81,-5727.92,1200
KF,PuF3,0.18,0.82,-5456.93,1200
KF,PuF3,0.17,0.83,-5182.06,1200
KF,PuF3,0.16,0.84,-4903.43,1200
KF,PuF3,0.15,0.85,-4621.12,1200
KF,PuF3,0.14,0.86,-4335.22,1200
KF,PuF3,0.13,0.87,-4045.83,1200
KF,PuF3,0.12,0.88,-3753.03,1200
KF,PuF3,0.11,0.89,-3456.9,1200
KF,PuF3,0.1,0.9,-3157.51,1200
KF,PuF3,0.09,0.91,-2854.95,1200
KF,PuF3,0.08,0.92,-2549.28,1200
KF,PuF3,0.07,0.93,-2240.58,1200
KF,PuF3,0.06,0.94,-1928.9,1200
KF,PuF3,0.05,0.95,-1614.33,1200
KF,PuF3,0.04,0.96,-1296.91,1200
KF,PuF3,0.03,0.97,-976.71,1200
KF,PuF3,0.02,0.98,-653.79,1200
KF,PuF3,0.01,0.99,-328.2,1200
KF,PuF3,0,1,0,1200
KF,RbF,1,0,0,1200
KF,RbF,0.99,0.01,3.5,1200
KF,RbF,0.98,0.02,6.94,1200
KF,RbF,0.97,0.03,10.3,1200
KF,RbF,0.96,0.04,13.59,1200
KF,RbF,0.95,0.05,16.81,1200
KF,RbF,0.94,0.06,19.95,1200
KF,RbF,0.93,0.07,23.03,1200
KF,RbF,0.92,0.08,26.03,1200
KF,RbF,0.91,0.09,28.96,1200
KF,RbF,0.9,0.1,31.83,1200
KF,RbF,0.89,0.11,34.62,1200
KF,RbF,0.88,0.12,37.34,1200
KF,RbF,0.87,0.13,39.98,1200
KF,RbF,0.86,0.14,42.56,1200
KF,RbF,0.85,0.15,45.07,1200
KF,RbF,0.84,0.16,47.5,1200
KF,RbF,0.83,0.17,49.87,1200
KF,RbF,0.82,0.18,52.16,1200
KF,RbF,0.81,0.19,54.38,1200
KF,RbF,0.8,0.2,56.53,1200
KF,RbF,0.79,0.21,58.61,1200
KF,RbF,0.78,0.22,60.62,1200
KF,RbF,0.77,0.23,62.56,1200
KF,RbF,0.76,0.24,64.43,1200
KF,RbF,0.75,0.25,66.23,1200
KF,RbF,0.74,0.26,67.95,1200
KF,RbF,0.73,0.27,69.61,1200
KF,RbF,0.72,0.28,71.2,1200
KF,RbF,0.71,0.29,72.71,1200
KF,RbF,0.7,0.3,74.16,1200
KF,RbF,0.69,0.31,75.53,1200
KF,RbF,0.68,0.32,76.83,1200
KF,RbF,0.67,0.33,78.06,1200
KF,RbF,0.66,0.34,79.23,1200
KF,RbF,0.65,0.35,80.32,1200
KF,RbF,0.64,0.36,81.34,1200
KF,RbF,0.63,0.37,82.29,1200
KF,RbF,0.62,0.38,83.17,1200
KF,RbF,0.61,0.39,83.98,1200
KF,RbF,0.6,0.4,84.72,1200
KF,RbF,0.59,0.41,85.39,1200
KF,RbF,0.58,0.42,85.99,1200
KF,RbF,0.57,0.43,86.51,1200
KF,RbF,0.56,0.44,86.97,1200
KF,RbF,0.55,0.45,87.36,1200
KF,RbF,0.54,0.46,87.68,1200
KF,RbF,0.53,0.47,87.92,1200
KF,RbF,0.52,0.48,88.1,1200
KF,RbF,0.51,0.49,88.2,1200
KF,RbF,0.5,0.5,88.24,1200
KF,RbF,0.49,0.51,88.2,1200
KF,RbF,0.48,0.52,88.1,1200
KF,RbF,0.47,0.53,87.92,1200
KF,RbF,0.46,0.54,87.68,1200
KF,RbF,0.45,0.55,87.36,1200
KF,RbF,0.44,0.56,86.97,1200
KF,RbF,0.43,0.57,86.51,1200
KF,RbF,0.42,0.58,85.99,1200
KF,RbF,0.41,0.59,85.39,1200
KF,RbF,0.4,0.6,84.72,1200
KF,RbF,0.39,0.61,83.98,1200
KF,RbF,0.38,0.62,83.17,1200
KF,RbF,0.37,0.63,82.29,1200
KF,RbF,0.36,0.64,81.34,1200
KF,RbF,0.35,0.65,80.32,1200
KF,RbF,0.34,0.66,79.23,1200
KF,RbF,0.33,0.67,78.06,1200
KF,RbF,0.32,0.68,76.83,1200
KF,RbF,0.31,0.69,75.53,1200
KF,RbF,0.3,0.7,74.16,1200
KF,RbF,0.29,0.71,72.71,1200
KF,RbF,0.28,0.72,71.2,1200
KF,RbF,0.27,0.73,69.61,1200
KF,RbF,0.26,0.74,67.95,1200
KF,RbF,0.25,0.75,66.23,1200
KF,RbF,0.24,0.76,64.43,1200
KF,RbF,0.23,0.77,62.56,1200
KF,RbF,0.22,0.78,60.62,1200
KF,RbF,0.21,0.79,58.61,1200
KF,RbF,0.2,0.8,56.53,1200
KF,RbF,0.19,0.81,54.38,1200
KF,RbF,0.18,0.82,52.16,1200
KF,RbF,0.17,0.83,49.87,1200
KF,RbF,0.16,0.84,47.5,1200
KF,RbF,0.15,0.85,45.07,1200
KF,RbF,0.14,0.86,42.56,1200
KF,RbF,0.13,0.87,39.98,1200
KF,RbF,0.12,0.88,37.34,1200
KF,RbF,0.11,0.89,34.62,1200
KF,RbF,0.1,0.9,31.83,1200
KF,RbF,0.09,0.91,28.96,1200
KF,RbF,0.08,0.92,26.03,1200
KF,RbF,0.07,0.93,23.03,1200
KF,RbF,0.06,0.94,19.95,1200
KF,RbF,0.05,0.95,16.81,1200
KF,RbF,0.04,0.96,13.59,1200
KF,RbF,0.03,0.97,10.3,1200
KF,RbF,0.02,0.98,6.94,1200
KF,RbF,0.01,0.99,3.5,1200
KF,RbF,0,1,0,1200
KF,SrF2,1,0,0,1200
KF,SrF2,0.99,0.01,-245.83,1200
KF,SrF2,0.98,0.02,-487.32,1200
KF,SrF2,0.97,0.03,-724.42,1200
KF,SrF2,0.96,0.04,-957.11,1200
KF,SrF2,0.95,0.05,-1185.34,1200
KF,SrF2,0.94,0.06,-1409.07,1200
KF,SrF2,0.93,0.07,-1628.26,1200
KF,SrF2,0.92,0.08,-1842.88,1200
KF,SrF2,0.91,0.09,-2052.87,1200
KF,SrF2,0.9,0.1,-2258.21,1200
KF,SrF2,0.89,0.11,-2458.85,1200
KF,SrF2,0.88,0.12,-2654.74,1200
KF,SrF2,0.87,0.13,-2845.85,1200
KF,SrF2,0.86,0.14,-3032.14,1200
KF,SrF2,0.85,0.15,-3213.56,1200
KF,SrF2,0.84,0.16,-3390.08,1200
KF,SrF2,0.83,0.17,-3561.66,1200
KF,SrF2,0.82,0.18,-3728.25,1200
KF,SrF2,0.81,0.19,-3889.81,1200
KF,SrF2,0.8,0.2,-4046.32,1200
KF,SrF2,0.79,0.21,-4197.73,1200
KF,SrF2,0.78,0.22,-4344,1200
KF,SrF2,0.77,0.23,-4485.11,1200
KF,SrF2,0.76,0.24,-4621.01,1200
KF,SrF2,0.75,0.25,-4751.68,1200
KF,SrF2,0.74,0.26,-4877.08,1200
KF,SrF2,0.73,0.27,-4997.18,1200
KF,SrF2,0.72,0.28,-5111.95,1200
KF,SrF2,0.71,0.29,-5221.38,1200
KF,SrF2,0.7,0.3,-5325.42,1200
KF,SrF2,0.69,0.31,-5424.07,1200
KF,SrF2,0.68,0.32,-5517.29,1200
KF,SrF2,0.67,0.33,-5605.07,1200
KF,SrF2,0.66,0.34,-5687.39,1200
KF,SrF2,0.65,0.35,-5764.24,1200
KF,SrF2,0.64,0.36,-5835.61,1200
KF,SrF2,0.63,0.37,-5901.47,1200
KF,SrF2,0.62,0.38,-5961.83,1200
KF,SrF2,0.61,0.39,-6016.68,1200
KF,SrF2,0.6,0.4,-6066.01,1200
KF,SrF2,0.59,0.41,-6109.82,1200
KF,SrF2,0.58,0.42,-6148.12,1200
KF,SrF2,0.57,0.43,-6180.91,1200
KF,SrF2,0.56,0.44,-6208.19,1200
KF,SrF2,0.55,0.45,-6229.98,1200
KF,SrF2,0.54,0.46,-6246.28,1200
KF,SrF2,0.53,0.47,-6257.11,1200
KF,SrF2,0.52,0.48,-6262.48,1200
KF,SrF2,0.51,0.49,-6262.41,1200
KF,SrF2,0.5,0.5,-6256.93,1200
KF,SrF2,0.49,0.51,-6246.06,1200
KF,SrF2,0.48,0.52,-6229.81,1200
KF,SrF2,0.47,0.53,-6208.23,1200
KF,SrF2,0.46,0.54,-6181.34,1200
KF,SrF2,0.45,0.55,-6149.17,1200
KF,SrF2,0.44,0.56,-6111.76,1200
KF,SrF2,0.43,0.57,-6069.14,1200
KF,SrF2,0.42,0.58,-6021.36,1200
KF,SrF2,0.41,0.59,-5968.44,1200
KF,SrF2,0.4,0.6,-5910.44,1200
KF,SrF2,0.39,0.61,-5847.4,1200
KF,SrF2,0.38,0.62,-5779.36,1200
KF,SrF2,0.37,0.63,-5706.37,1200
KF,SrF2,0.36,0.64,-5628.47,1200
KF,SrF2,0.35,0.65,-5545.72,1200
KF,SrF2,0.34,0.66,-5458.16,1200
KF,SrF2,0.33,0.67,-5365.85,1200
KF,SrF2,0.32,0.68,-5268.84,1200
KF,SrF2,0.31,0.69,-5167.17,1200
KF,SrF2,0.3,0.7,-5060.92,1200
KF,SrF2,0.29,0.71,-4950.12,1200
KF,SrF2,0.28,0.72,-4834.83,1200
KF,SrF2,0.27,0.73,-4715.11,1200
KF,SrF2,0.26,0.74,-4591.01,1200
KF,SrF2,0.25,0.75,-4462.6,1200
KF,SrF2,0.24,0.76,-4329.91,1200
KF,SrF2,0.23,0.77,-4193.01,1200
KF,SrF2,0.22,0.78,-4051.96,1200
KF,SrF2,0.21,0.79,-3906.81,1200
KF,SrF2,0.2,0.8,-3757.6,1200
KF,SrF2,0.19,0.81,-3604.41,1200
KF,SrF2,0.18,0.82,-3447.27,1200
KF,SrF2,0.17,0.83,-3286.25,1200
KF,SrF2,0.16,0.84,-3121.39,1200
KF,SrF2,0.15,0.85,-2952.74,1200
KF,SrF2,0.14,0.86,-2780.36,1200
KF,SrF2,0.13,0.87,-2604.3,1200
KF,SrF2,0.12,0.88,-2424.59,1200
KF,SrF2,0.11,0.89,-2241.3,1200
KF,SrF2,0.1,0.9,-2054.46,1200
KF,SrF2,0.09,0.91,-1864.13,1200
KF,SrF2,0.08,0.92,-1670.33,1200
KF,SrF2,0.07,0.93,-1473.12,1200
KF,SrF2,0.06,0.94,-1272.53,1200
KF,SrF2,0.05,0.95,-1068.6,1200
KF,SrF2,0.04,0.96,-861.36,1200
KF,SrF2,0.03,0.97,-650.86,1200
KF,SrF2,0.02,0.98,-437.12,1200
KF,SrF2,0.01,0.99,-220.18,1200
KF,SrF2,0,1,-0.06,1200
KF,UF3,1,0,0,1200
KF,UF3,0.99,0.01,0,1200
KF,UF3,0.98,0.02,0,1200
KF,UF3,0.97,0.03,0,1200
KF,UF3,0.96,0.04,0,1200
KF,UF3,0.95,0.05,0,1200
KF,UF3,0.94,0.06,0,1200
KF,UF3,0.93,0.07,0,1200
KF,UF3,0.92,0.08,0,1200
KF,UF3,0.91,0.09,0,1200
KF,UF3,0.9,0.1,0,1200
KF,UF3,0.89,0.11,0,1200
KF,UF3,0.88,0.12,0,1200
KF,UF3,0.87,0.13,0,1200
KF,UF3,0.86,0.14,0,1200
KF,UF3,0.85,0.15,0,1200
KF,UF3,0.84,0.16,0,1200
KF,UF3,0.83,0.17,0,1200
KF,UF3,0.82,0.18,0,1200
KF,UF3,0.81,0.19,0,1200
KF,UF3,0.8,0.2,0,1200
KF,UF3,0.79,0.21,0,1200
KF,UF3,0.78,0.22,0,1200
KF,UF3,0.77,0.23,0,1200
KF,UF3,0.76,0.24,0,1200
KF,UF3,0.75,0.25,0,1200
KF,UF3,0.74,0.26,0,1200
KF,UF3,0.73,0.27,0,1200
KF,UF3,0.72,0.28,0,1200
KF,UF3,0.71,0.29,0,1200
KF,UF3,0.7,0.3,0,1200
KF,UF3,0.69,0.31,0,1200
KF,UF3,0.68,0.32,0,1200
KF,UF3,0.67,0.33,0,1200
KF,UF3,0.66,0.34,0,1200
KF,UF3,0.65,0.35,0,1200
KF,UF3,0.64,0.36,0,1200
KF,UF3,0.63,0.37,0,1200
KF,UF3,0.62,0.38,0,1200
KF,UF3,0.61,0.39,0,1200
KF,UF3,0.6,0.4,0,1200
KF,UF3,0.59,0.41,0,1200
KF,UF3,0.58,0.42,0,1200
KF,UF3,0.57,0.43,0,1200
KF,UF3,0.56,0.44,0,1200
KF,UF3,0.55,0.45,0,1200
KF,UF3,0.54,0.46,0,1200
KF,UF3,0.53,0.47,0,1200
KF,UF3,0.52,0.48,0,1200
KF,UF3,0.51,0.49,0,1200
KF,UF3,0.5,0.5,0,1200
KF,UF3,0.49,0.51,0,1200
KF,UF3,0.48,0.52,0,1200
KF,UF3,0.47,0.53,0,1200
KF,UF3,0.46,0.54,0,1200
KF,UF3,0.45,0.55,0,1200
KF,UF3,0.44,0.56,0,1200
KF,UF3,0.43,0.57,0,1200
KF,UF3,0.42,0.58,0,1200
KF,UF3,0.41,0.59,0,1200
KF,UF3,0.4,0.6,0,1200
KF,UF3,0.39,0.61,0,1200
KF,UF3,0.38,0.62,0,1200
KF,UF3,0.37,0.63,0,1200
KF,UF3,0.36,0.64,0,1200
KF,UF3,0.35,0.65,0,1200
KF,UF3,0.34,0.66,0,1200
KF,UF3,0.33,0.67,0,1200
KF,UF3,0.32,0.68,0,1200
KF,UF3,0.31,0.69,0,1200
KF,UF3,0.3,0.7,0,1200
KF,UF3,0.29,0.71,0,1200
KF,UF3,0.28,0.72,0,1200
KF,UF3,0.27,0.73,0,1200
KF,UF3,0.26,0.74,0,1200
KF,UF3,0.25,0.75,0,1200
KF,UF3,0.24,0.76,0,1200
KF,UF3,0.23,0.77,0,1200
KF,UF3,0.22,0.78,0,1200
KF,UF3,0.21,0.79,0,1200
KF,UF3,0.2,0.8,0,1200
KF,UF3,0.19,0.81,0,1200
KF,UF3,0.18,0.82,0,1200
KF,UF3,0.17,0.83,0,1200
KF,UF3,0.16,0.84,0,1200
KF,UF3,0.15,0.85,0,1200
KF,UF3,0.14,0.86,0,1200
KF,UF3,0.13,0.87,0,1200
KF,UF3,0.12,0.88,0,1200
KF,UF3,0.11,0.89,0,1200
KF,UF3,0.1,0.9,0,1200
KF,UF3,0.09,0.91,0,1200
KF,UF3,0.08,0.92,0,1200
KF,UF3,0.07,0.93,0,1200
KF,UF3,0.06,0.94,0,1200
KF,UF3,0.05,0.95,0,1200
KF,UF3,0.04,0.96,0,1200
KF,UF3,0.03,0.97,0,1200
KF,UF3,0.02,0.98,0,1200
KF,UF3,0.01,0.99,0,1200
KF,UF3,0,1,0,1200
KF,UF4,1,0,0,1200
KF,UF4,0.99,0.01,-1683.94,1200
KF,UF4,0.98,0.02,-3367.85,1200
KF,UF4,0.97,0.03,-5051.67,1200
KF,UF4,0.96,0.04,-6735.36,1200
KF,UF4,0.95,0.05,-8418.86,1200
KF,UF4,0.94,0.06,-10102.08,1200
KF,UF4,0.93,0.07,-11784.91,1200
KF,UF4,0.92,0.08,-13467.22,1200
KF,UF4,0.91,0.09,-15148.82,1200
KF,UF4,0.9,0.1,-16829.46,1200
KF,UF4,0.89,0.11,-18508.82,1200
KF,UF4,0.88,0.12,-20186.45,1200
KF,UF4,0.87,0.13,-21861.72,1200
KF,UF4,0.86,0.14,-23533.73,1200
KF,UF4,0.85,0.15,-25201.19,1200
KF,UF4,0.84,0.16,-26862.15,1200
KF,UF4,0.83,0.17,-28513.59,1200
KF,UF4,0.82,0.18,-30150.77,1200
KF,UF4,0.81,0.19,-31765.92,1200
KF,UF4,0.8,0.2,-33346.23,1200
KF,UF4,0.79,0.21,-34870.88,1200
KF,UF4,0.78,0.22,-36309.05,1200
KF,UF4,0.77,0.23,-37624.46,1200
KF,UF4,0.76,0.24,-38791.69,1200
KF,UF4,0.75,0.25,-39809.96,1200
KF,UF4,0.74,0.26,-40691.35,1200
KF,UF4,0.73,0.27,-41433.23,1200
KF,UF4,0.72,0.28,-42008.47,1200
KF,UF4,0.71,0.29,-42397.13,1200
KF,UF4,0.7,0.3,-42617.5,1200
KF,UF4,0.69,0.31,-42709.1,1200
KF,UF4,0.68,0.32,-42707.55,1200
KF,UF4,0.67,0.33,-42637.91,1200
KF,UF4,0.66,0.34,-42516.69,1200
KF,UF4,0.65,0.35,-42354.8,1200
KF,UF4,0.64,0.36,-42159.58,1200
KF,UF4,0.63,0.37,-41936.17,1200
KF,UF4,0.62,0.38,-41688.19,1200
KF,UF4,0.61,0.39,-41418.3,1200
KF,UF4,0.6,0.4,-41128.48,1200
KF,UF4,0.59,0.41,-40820.19,1200
KF,UF4,0.58,0.42,-40494.5,1200
KF,UF4,0.57,0.43,-40152.22,1200
KF,UF4,0.56,0.44,-39793.88,1200
KF,UF4,0.55,0.45,-39419.84,1200
KF,UF4,0.54,0.46,-39030.24,1200
KF,UF4,0.53,0.47,-38625.06,1200
KF,UF4,0.52,0.48,-38204.14,1200
KF,UF4,0.51,0.49,-37767.13,1200
KF,UF4,0.5,0.5,-37313.59,1200
KF,UF4,0.49,0.51,-36842.96,1200
KF,UF4,0.48,0.52,-36354.59,1200
KF,UF4,0.47,0.53,-35847.82,1200
KF,UF4,0.46,0.54,-35322.05,1200
KF,UF4,0.45,0.55,-34776.77,1200
KF,UF4,0.44,0.56,-34211.65,1200
KF,UF4,0.43,0.57,-33626.64,1200
KF,UF4,0.42,0.58,-33021.97,1200
KF,UF4,0.41,0.59,-32398.18,1200
KF,UF4,0.4,0.6,-31756.11,1200
KF,UF4,0.39,0.61,-31096.79,1200
KF,UF4,0.38,0.62,-30421.46,1200
KF,UF4,0.37,0.63,-29731.4,1200
KF,UF4,0.36,0.64,-29027.94,1200
KF,UF4,0.35,0.65,-28312.34,1200
KF,UF4,0.34,0.66,-27585.8,1200
KF,UF4,0.33,0.67,-26849.42,1200
KF,UF4,0.32,0.68,-26104.19,1200
KF,UF4,0.31,0.69,-25350.97,1200
KF,UF4,0.3,0.7,-24590.53,1200
KF,UF4,0.29,0.71,-23823.54,1200
KF,UF4,0.28,0.72,-23050.58,1200
KF,UF4,0.27,0.73,-22272.15,1200
KF,UF4,0.26,0.74,-21488.68,1200
KF,UF4,0.25,0.75,-20700.56,1200
KF,UF4,0.24,0.76,-19908.1,1200
KF,UF4,0.23,0.77,-19111.58,1200
KF,UF4,0.22,0.78,-18311.26,1200
KF,UF4,0.21,0.79,-17507.34,1200
KF,UF4,0.2,0.8,-16700.01,1200
KF,UF4,0.19,0.81,-15889.44,1200
KF,UF4,0.18,0.82,-15075.77,1200
KF,UF4,0.17,0.83,-14259.13,1200
KF,UF4,0.16,0.84,-13439.62,1200
KF,UF4,0.15,0.85,-12617.35,1200
KF,UF4,0.14,0.86,-11792.41,1200
KF,UF4,0.13,0.87,-10964.87,1200
KF,UF4,0.12,0.88,-10134.81,1200
KF,UF4,0.11,0.89,-9302.29,1200
KF,UF4,0.1,0.9,-8467.37,1200
KF,UF4,0.09,0.91,-7630.1,1200
KF,UF4,0.08,0.92,-6790.53,1200
KF,UF4,0.07,0.93,-5948.7,1200
KF,UF4,0.06,0.94,-5104.66,1200
KF,UF4,0.05,0.95,-4258.42,1200
KF,UF4,0.04,0.96,-3410.04,1200
KF,UF4,0.03,0.97,-2559.53,1200
KF,UF4,0.02,0.98,-1706.94,1200
KF,UF4,0.01,0.99,-852.27,1200
KF,UF4,0,1,4.44,1200
KI,NaF,1,0,0,1200
KI,NaF,0.99,0.01,-4.06,1200
KI,NaF,0.98,0.02,-8.04,1200
KI,NaF,0.97,0.03,-11.92,1200
KI,NaF,0.96,0.04,-15.7,1200
KI,NaF,0.95,0.05,-19.4,1200
KI,NaF,0.94,0.06,-23,1200
KI,NaF,0.93,0.07,-26.5,1200
KI,NaF,0.92,0.08,-29.92,1200
KI,NaF,0.91,0.09,-33.23,1200
KI,NaF,0.9,0.1,-36.46,1200
KI,NaF,0.89,0.11,-39.58,1200
KI,NaF,0.88,0.12,-42.62,1200
KI,NaF,0.87,0.13,-45.55,1200
KI,NaF,0.86,0.14,-48.4,1200
KI,NaF,0.85,0.15,-51.15,1200
KI,NaF,0.84,0.16,-53.8,1200
KI,NaF,0.83,0.17,-56.36,1200
KI,NaF,0.82,0.18,-58.82,1200
KI,NaF,0.81,0.19,-61.19,1200
KI,NaF,0.8,0.2,-63.47,1200
KI,NaF,0.79,0.21,-65.65,1200
KI,NaF,0.78,0.22,-67.74,1200
KI,NaF,0.77,0.23,-69.74,1200
KI,NaF,0.76,0.24,-71.64,1200
KI,NaF,0.75,0.25,-73.46,1200
KI,NaF,0.74,0.26,-75.18,1200
KI,NaF,0.73,0.27,-76.8,1200
KI,NaF,0.72,0.28,-78.34,1200
KI,NaF,0.71,0.29,-79.79,1200
KI,NaF,0.7,0.3,-81.15,1200
KI,NaF,0.69,0.31,-82.41,1200
KI,NaF,0.68,0.32,-83.59,1200
KI,NaF,0.67,0.33,-84.68,1200
KI,NaF,0.66,0.34,-85.68,1200
KI,NaF,0.65,0.35,-86.6,1200
KI,NaF,0.64,0.36,-87.42,1200
KI,NaF,0.63,0.37,-88.16,1200
KI,NaF,0.62,0.38,-88.82,1200
KI,NaF,0.61,0.39,-89.39,1200
KI,NaF,0.6,0.4,-89.87,1200
KI,NaF,0.59,0.41,-90.27,1200
KI,NaF,0.58,0.42,-90.59,1200
KI,NaF,0.57,0.43,-90.82,1200
KI,NaF,0.56,0.44,-90.98,1200
KI,NaF,0.55,0.45,-91.05,1200
KI,NaF,0.54,0.46,-91.04,1200
KI,NaF,0.53,0.47,-90.95,1200
KI,NaF,0.52,0.48,-90.78,1200
KI,NaF,0.51,0.49,-90.53,1200
KI,NaF,0.5,0.5,-90.21,1200
KI,NaF,0.49,0.51,-89.8,1200
KI,NaF,0.48,0.52,-89.32,1200
KI,NaF,0.47,0.53,-88.77,1200
KI,NaF,0.46,0.54,-88.14,1200
KI,NaF,0.45,0.55,-87.44,1200
KI,NaF,0.44,0.56,-86.66,1200
KI,NaF,0.43,0.57,-85.82,1200
KI,NaF,0.42,0.58,-84.9,1200
KI,NaF,0.41,0.59,-83.91,1200
KI,NaF,0.4,0.6,-82.85,1200
KI,NaF,0.39,0.61,-81.73,1200
KI,NaF,0.38,0.62,-80.53,1200
KI,NaF,0.37,0.63,-79.27,1200
KI,NaF,0.36,0.64,-77.95,1200
KI,NaF,0.35,0.65,-76.56,1200
KI,NaF,0.34,0.66,-75.11,1200
KI,NaF,0.33,0.67,-73.6,1200
KI,NaF,0.32,0.68,-72.03,1200
KI,NaF,0.31,0.69,-70.4,1200
KI,NaF,0.3,0.7,-68.71,1200
KI,NaF,0.29,0.71,-66.96,1200
KI,NaF,0.28,0.72,-65.16,1200
KI,NaF,0.27,0.73,-63.31,1200
KI,NaF,0.26,0.74,-61.4,1200
KI,NaF,0.25,0.75,-59.45,1200
KI,NaF,0.24,0.76,-57.44,1200
KI,NaF,0.23,0.77,-55.39,1200
KI,NaF,0.22,0.78,-53.3,1200
KI,NaF,0.21,0.79,-51.15,1200
KI,NaF,0.2,0.8,-48.97,1200
KI,NaF,0.19,0.81,-46.75,1200
KI,NaF,0.18,0.82,-44.49,1200
KI,NaF,0.17,0.83,-42.2,1200
KI,NaF,0.16,0.84,-39.87,1200
KI,NaF,0.15,0.85,-37.51,1200
KI,NaF,0.14,0.86,-35.12,1200
KI,NaF,0.13,0.87,-32.7,1200
KI,NaF,0.12,0.88,-30.26,1200
KI,NaF,0.11,0.89,-27.79,1200
KI,NaF,0.1,0.9,-25.31,1200
KI,NaF,0.09,0.91,-22.81,1200
KI,NaF,0.08,0.92,-20.29,1200
KI,NaF,0.07,0.93,-17.77,1200
KI,NaF,0.06,0.94,-15.23,1200
KI,NaF,0.05,0.95,-12.69,1200
KI,NaF,0.04,0.96,-10.15,1200
KI,NaF,0.03,0.97,-7.6,1200
KI,NaF,0.02,0.98,-5.06,1200
KI,NaF,0.01,0.99,-2.53,1200
KI,NaF,0,1,0,1200
LaF3,LiF,1,0,0,1200
LaF3,LiF,0.99,0.01,-89.08,1200
LaF3,LiF,0.98,0.02,-177.31,1200
LaF3,LiF,0.97,0.03,-264.67,1200
LaF3,LiF,0.96,0.04,-351.14,1200
LaF3,LiF,0.95,0.05,-436.7,1200
LaF3,LiF,0.94,0.06,-521.33,1200
LaF3,LiF,0.93,0.07,-605.01,1200
LaF3,LiF,0.92,0.08,-687.72,1200
LaF3,LiF,0.91,0.09,-769.44,1200
LaF3,LiF,0.9,0.1,-850.15,1200
LaF3,LiF,0.89,0.11,-929.81,1200
LaF3,LiF,0.88,0.12,-1008.42,1200
LaF3,LiF,0.87,0.13,-1085.94,1200
LaF3,LiF,0.86,0.14,-1162.34,1200
LaF3,LiF,0.85,0.15,-1237.61,1200
LaF3,LiF,0.84,0.16,-1311.72,1200
LaF3,LiF,0.83,0.17,-1384.63,1200
LaF3,LiF,0.82,0.18,-1456.33,1200
LaF3,LiF,0.81,0.19,-1526.78,1200
LaF3,LiF,0.8,0.2,-1595.95,1200
LaF3,LiF,0.79,0.21,-1663.81,1200
LaF3,LiF,0.78,0.22,-1730.33,1200
LaF3,LiF,0.77,0.23,-1795.48,1200
LaF3,LiF,0.76,0.24,-1859.22,1200
LaF3,LiF,0.75,0.25,-1921.53,1200
LaF3,LiF,0.74,0.26,-1982.36,1200
LaF3,LiF,0.73,0.27,-2041.68,1200
LaF3,LiF,0.72,0.28,-2099.45,1200
